Group,Customer_Segment,Sales_Before,Sales_After,Customer_Satisfaction_Before,Customer_Satisfaction_After,Purchase_Made
Treatment,Low Value,225.74,340.64,49.4,50.5,No
Control,High Value,240.34,277.53,70.3,100.0,Yes
Treatment,Medium Value,165.29,253.27,70.3,100.0,
Control,High Value,175.24,202.44,75.6,80.0,No
Control,High Value,201.37,231.09,94.4,100.0,Yes
Control,High Value,286.17,280.53,85.9,89.5,Yes
,Medium Value,304.59,359.68,70.3,73.9,Yes
Control,Low Value,212.41,246.9,48.3,46.7,No
Treatment,High Value,203.71,312.77,94.2,97.8,No
Treatment,Low Value,180.06,283.32,54.0,58.9,No
Treatment,Medium Value,196.78,296.94,62.3,72.1,Yes
Control,Low Value,203.79,289.43,66.2,73.6,
Control,,213.57,266.14,91.4,79.2,Yes
Control,High Value,239.03,284.38,69.2,76.2,Yes
Treatment,High Value,203.79,477.37,83.5,91.3,Yes
Control,High Value,204.61,238.23,72.2,62.1,Yes
,High Value,267.6,422.36,70.3,100.0,Yes
Treatment,High Value,288.42,437.54,94.8,80.1,Yes
Control,Medium Value,215.15,258.14,70.3,74.1,Yes
Control,Medium Value,203.79,377.64,77.4,73.9,Yes
Treatment,Medium Value,299.57,474.78,70.3,62.5,Yes
Control,,212.55,252.4,51.0,57.1,Yes
Treatment,Low Value,161.79,246.09,70.3,62.9,Yes
Control,Medium Value,181.78,205.92,81.6,76.2,No
Control,Low Value,210.16,248.43,53.1,71.1,No
Treatment,Low Value,147.1,230.89,60.1,71.0,No
Control,High Value,257.42,309.52,82.4,94.1,No
Treatment,High Value,316.72,477.37,64.6,79.2,Yes
Control,Low Value,200.75,280.53,70.3,69.7,No
,Low Value,203.79,309.16,59.7,64.4,No
Treatment,Medium Value,249.11,389.22,71.6,79.1,No
Control,Low Value,219.75,259.06,54.3,59.2,Yes
Treatment,High Value,185.08,280.53,100.0,73.9,No
Control,,180.39,216.85,54.5,73.9,Yes
Control,Medium Value,316.72,381.62,41.5,42.3,No
Control,,265.09,329.26,64.3,90.1,Yes
Treatment,High Value,185.54,298.63,70.3,100.0,No
Treatment,High Value,230.93,345.96,70.3,100.0,Yes
Control,High Value,138.97,158.3,100.0,99.4,No
,,111.68,137.74,66.1,61.0,Yes
Treatment,Medium Value,270.71,411.29,85.6,89.5,No
Control,Low Value,201.86,239.83,44.4,43.1,No
Control,Low Value,219.39,268.9,54.3,51.4,No
Treatment,High Value,203.79,467.9,79.0,100.0,Yes
Control,Medium Value,235.48,280.53,70.3,92.5,Yes
Treatment,,283.96,439.62,74.2,65.2,Yes
,Low Value,201.75,238.38,55.6,57.1,Yes
Treatment,Low Value,244.23,363.45,41.4,32.2,No
Control,High Value,203.79,399.48,70.2,84.2,Yes
,Low Value,200.13,233.9,64.0,73.9,No
,Low Value,109.02,175.39,72.5,27.6,Yes
Control,High Value,257.09,287.41,80.4,75.3,
Treatment,Low Value,189.82,288.16,56.1,45.2,
Control,Medium Value,205.65,280.53,70.3,73.4,Yes
Treatment,,299.72,477.37,94.1,73.9,Yes
Treatment,Medium Value,199.97,316.36,65.5,61.1,No
Treatment,Low Value,178.81,279.44,70.3,66.0,No
,Low Value,231.89,345.06,56.3,52.6,No
Control,High Value,299.56,348.27,70.3,73.9,No
Control,Low Value,301.22,363.28,50.3,54.4,Yes
Treatment,High Value,310.98,468.55,88.9,81.8,No
Treatment,High Value,279.83,429.22,66.1,54.1,Yes
Treatment,High Value,285.12,436.8,70.3,100.0,Yes
Control,,236.54,282.64,92.2,100.0,Yes
,High Value,273.17,328.29,100.0,100.0,No
,Medium Value,244.34,280.53,63.1,64.9,
Control,High Value,205.6,244.6,93.3,100.0,Yes
Treatment,Medium Value,221.49,335.33,74.6,80.0,Yes
Treatment,Low Value,234.02,364.77,70.3,43.5,No
,High Value,248.13,366.23,72.7,76.4,No
Control,Low Value,219.96,266.27,58.8,69.8,No
Control,High Value,203.79,342.7,89.4,100.0,Yes
Control,Medium Value,259.16,304.96,70.2,79.7,Yes
Treatment,Medium Value,307.82,477.37,70.3,69.2,No
Treatment,Medium Value,186.5,285.11,60.1,55.3,Yes
,Low Value,269.63,325.72,58.5,65.5,Yes
Treatment,,266.4,410.14,93.0,68.0,No
Control,Low Value,203.79,281.27,39.4,39.8,Yes
Control,Medium Value,256.78,306.58,70.3,76.8,Yes
Treatment,,223.2,347.64,67.8,73.9,No
Control,Medium Value,185.22,219.73,76.9,73.9,No
Treatment,Medium Value,253.14,387.79,63.8,50.0,No
Control,,133.52,161.95,74.0,94.0,Yes
,,316.72,477.37,70.3,98.9,Yes
Treatment,High Value,274.23,428.99,100.0,100.0,Yes
Treatment,,280.1,439.89,61.0,76.1,No
Control,Low Value,226.96,280.53,65.0,76.0,No
Control,Low Value,196.83,227.72,45.1,47.8,Yes
Treatment,,210.37,280.53,94.7,97.5,Yes
Treatment,Medium Value,184.37,291.26,78.3,84.4,No
Control,Low Value,226.12,261.08,63.5,76.0,No
Control,Medium Value,260.04,299.06,81.7,95.9,No
,,224.66,280.53,70.3,38.1,No
,High Value,237.4,359.48,89.9,85.6,Yes
Control,Medium Value,240.97,290.12,76.7,70.8,No
Control,Medium Value,203.79,243.36,81.9,92.3,Yes
Treatment,,168.67,248.33,46.7,48.0,Yes
Control,Low Value,186.46,211.89,46.5,55.3,No
Control,,184.19,222.21,43.9,38.8,Yes
Control,Medium Value,288.44,350.56,70.3,67.8,No
Treatment,High Value,165.36,267.84,94.5,100.0,No
Treatment,High Value,246.54,386.51,70.3,80.4,No
Treatment,Low Value,219.15,336.69,52.7,71.3,
Treatment,High Value,316.72,477.37,87.5,100.0,No
Treatment,Low Value,169.64,262.83,53.1,66.9,Yes
Treatment,High Value,203.79,288.45,70.3,100.0,Yes
,Medium Value,255.04,395.51,50.7,37.5,No
Control,Low Value,204.73,238.62,70.3,59.6,Yes
Control,High Value,226.44,269.27,70.3,100.0,No
Treatment,Medium Value,247.3,368.64,64.7,67.8,No
,High Value,278.42,326.4,86.0,82.8,
Control,Medium Value,250.71,295.37,70.3,98.0,
Treatment,Medium Value,203.79,354.99,83.6,69.0,Yes
Control,High Value,303.19,349.16,80.2,73.9,No
Control,,249.65,287.62,100.0,100.0,No
Control,Medium Value,228.38,270.34,69.0,73.9,No
Control,Medium Value,253.74,306.05,79.0,87.2,Yes
Control,Medium Value,203.79,181.12,71.7,62.6,No
Treatment,Low Value,203.79,336.73,50.0,39.1,Yes
Treatment,Medium Value,199.69,313.85,81.2,89.6,Yes
Treatment,Low Value,134.59,224.94,46.2,50.1,No
Control,Medium Value,237.58,279.57,69.9,78.2,No
Treatment,Low Value,203.79,272.48,70.2,50.5,
Control,Medium Value,139.94,169.19,67.8,82.6,Yes
Control,Medium Value,168.78,204.19,58.5,73.9,Yes
Control,,303.58,352.69,70.3,80.4,
Control,High Value,211.75,242.63,100.0,93.6,Yes
Treatment,High Value,263.64,394.16,92.2,93.5,Yes
Treatment,,171.5,257.19,63.3,73.5,No
Control,Low Value,286.04,344.81,71.8,76.0,No
Treatment,,195.53,303.42,70.3,70.2,Yes
Control,Medium Value,177.35,210.29,72.0,81.3,No
,,286.99,433.99,53.6,56.6,Yes
Treatment,Low Value,290.37,441.2,44.3,51.6,No
Control,High Value,222.52,263.61,100.0,73.9,No
Treatment,,203.79,251.3,76.0,76.0,No
Control,Medium Value,316.72,396.57,85.7,100.0,No
Treatment,,203.79,371.55,77.3,73.9,Yes
Control,Low Value,181.59,208.42,70.3,63.4,No
,Medium Value,120.93,140.65,66.1,77.6,No
Treatment,Medium Value,208.05,320.85,66.3,93.0,
Treatment,Medium Value,203.79,232.26,70.3,40.6,No
,High Value,219.77,260.33,96.9,100.0,Yes
Treatment,High Value,128.73,195.44,74.0,66.5,Yes
Treatment,Medium Value,278.51,431.39,48.3,37.4,No
Control,High Value,203.79,280.53,84.9,77.7,Yes
Control,Low Value,107.77,122.25,70.3,28.2,
,,179.1,278.55,64.4,79.4,No
Control,Medium Value,269.02,322.45,77.0,73.9,No
,,223.35,280.53,100.0,98.4,Yes
Control,Medium Value,195.0,240.14,77.8,73.9,
Treatment,Low Value,216.21,334.72,51.4,66.4,Yes
Treatment,High Value,228.7,354.93,70.3,100.0,No
,High Value,310.7,362.36,77.6,87.1,Yes
Treatment,Medium Value,197.68,312.09,86.1,85.5,No
Control,Medium Value,208.74,258.72,58.5,51.8,No
Treatment,,316.72,477.37,72.8,64.7,Yes
Control,High Value,203.79,264.09,70.3,100.0,No
Control,Medium Value,230.05,279.14,51.0,73.9,Yes
Treatment,Low Value,183.38,291.79,35.9,44.5,Yes
Control,Medium Value,98.27,115.74,78.6,80.9,No
Treatment,,261.29,398.91,70.2,60.3,Yes
Treatment,,316.72,477.37,93.1,80.5,No
Control,Medium Value,282.75,343.14,62.0,65.8,No
Control,High Value,218.46,260.0,70.3,100.0,Yes
Treatment,Medium Value,207.9,328.87,76.0,80.4,Yes
Control,Low Value,203.79,250.48,62.5,70.7,No
Control,Low Value,204.08,248.88,58.0,50.2,No
Control,High Value,203.79,323.74,92.2,73.9,
Control,High Value,252.98,297.67,70.3,100.0,No
Control,,206.79,280.53,63.0,65.1,No
Treatment,,226.08,354.59,70.9,83.5,No
Treatment,Low Value,239.25,371.36,61.1,66.1,Yes
Control,,203.79,280.53,45.0,38.6,No
Control,Low Value,167.63,204.72,66.8,65.7,Yes
Control,,254.92,294.16,88.1,94.5,
Treatment,,203.64,320.53,74.9,99.2,Yes
Control,High Value,253.58,307.26,82.5,80.1,No
Treatment,Medium Value,263.84,411.97,77.0,75.9,No
Treatment,Low Value,203.79,281.57,57.5,58.9,No
Treatment,High Value,203.79,198.59,79.4,73.9,Yes
Control,High Value,295.31,352.31,85.3,100.0,No
Treatment,,234.33,352.98,76.2,88.2,Yes
,,218.92,261.29,100.0,100.0,No
Treatment,,203.79,267.03,50.2,59.3,No
Control,High Value,203.79,293.66,70.3,98.7,Yes
Treatment,High Value,204.86,307.23,97.8,73.9,No
Control,Medium Value,187.46,225.96,70.3,70.2,Yes
Treatment,High Value,166.8,258.48,100.0,100.0,No
Control,Medium Value,189.75,229.28,64.9,55.7,Yes
Control,Medium Value,255.89,304.05,59.2,64.1,No
Control,High Value,159.75,280.53,100.0,100.0,No
Control,Low Value,239.02,281.77,51.5,56.0,Yes
Treatment,Medium Value,163.32,255.64,61.4,73.2,No
Treatment,High Value,243.47,370.88,80.9,75.4,Yes
Control,Medium Value,245.42,280.53,84.9,90.1,No
Treatment,Low Value,223.78,344.19,71.7,72.7,Yes
Control,,236.61,279.31,48.0,44.7,No
Control,Medium Value,206.97,255.89,70.4,73.9,No
Treatment,,191.03,297.15,56.5,69.1,No
Control,High Value,271.79,317.19,67.0,71.0,
Control,High Value,248.96,280.53,70.3,77.4,No
Treatment,Medium Value,197.85,297.03,89.0,90.0,No
Control,Low Value,215.21,253.83,51.2,55.1,Yes
Control,High Value,203.79,279.58,100.0,100.0,No
Control,High Value,203.79,280.53,89.7,85.0,No
Control,High Value,228.86,259.76,61.5,73.9,No
Treatment,Medium Value,233.65,353.77,70.3,99.3,Yes
Treatment,Medium Value,178.76,267.82,69.6,80.0,No
Treatment,High Value,300.23,457.46,100.0,100.0,Yes
Control,High Value,203.23,242.12,95.1,97.2,Yes
Control,,203.79,107.97,55.5,56.5,Yes
Treatment,Low Value,219.38,335.83,57.7,58.3,Yes
,Low Value,203.79,86.96,56.8,62.1,Yes
,Medium Value,165.82,200.71,53.2,54.1,No
,High Value,316.72,454.68,100.0,96.5,No
Control,,262.8,308.76,69.5,80.2,Yes
Treatment,High Value,292.41,447.89,90.1,100.0,No
Treatment,Low Value,139.35,211.32,57.6,70.8,
,Low Value,188.53,298.11,70.3,56.9,No
Control,Low Value,255.13,305.54,62.0,73.9,No
Treatment,Low Value,222.18,355.8,60.5,75.9,No
Treatment,,286.88,447.49,66.5,60.1,Yes
Control,Low Value,276.33,323.64,53.1,73.9,
Control,High Value,277.34,317.83,79.2,73.9,Yes
Treatment,High Value,173.16,259.83,91.1,73.9,Yes
Treatment,Medium Value,253.0,377.27,68.1,88.7,No
Treatment,Low Value,179.83,270.99,70.1,67.4,No
Treatment,Low Value,140.18,214.87,43.3,54.1,
Control,Medium Value,267.57,309.73,72.8,62.5,Yes
,High Value,294.95,462.2,90.9,79.6,No
Treatment,Low Value,192.4,292.56,50.3,47.5,Yes
Control,High Value,253.42,305.8,87.4,100.0,No
Treatment,Medium Value,112.82,164.08,94.5,97.6,Yes
,,203.79,363.88,70.3,100.0,No
Control,Low Value,228.67,268.58,65.8,62.8,No
Control,High Value,248.57,292.99,70.3,87.6,Yes
Treatment,,203.79,254.51,70.3,90.0,Yes
Treatment,Low Value,203.79,176.35,48.2,58.4,No
Control,Low Value,281.45,337.9,48.0,55.9,Yes
,High Value,187.21,275.16,67.0,70.6,Yes
Treatment,High Value,203.79,388.39,78.4,77.6,
Control,,94.21,123.4,37.8,99.8,
Control,Low Value,203.79,107.21,66.1,76.0,Yes
Treatment,,253.61,399.59,89.9,89.0,
Control,Low Value,203.79,253.42,70.3,63.9,Yes
Treatment,,139.23,199.78,83.3,73.9,No
Treatment,High Value,293.97,470.77,85.2,90.3,No
Treatment,High Value,203.79,324.91,76.7,82.9,No
,High Value,181.35,280.53,80.2,73.9,No
,,146.86,177.39,70.3,61.6,No
Control,,258.98,303.36,74.4,58.0,Yes
Control,,105.75,124.49,70.3,73.9,No
Control,High Value,177.79,211.33,82.0,73.9,Yes
,Medium Value,203.79,369.32,87.4,72.2,No
Treatment,High Value,203.79,411.13,100.0,97.6,No
Control,High Value,182.54,212.39,90.6,100.0,No
Treatment,Low Value,249.21,376.48,61.2,71.4,Yes
,High Value,172.5,279.19,82.0,81.6,No
,,208.77,331.24,70.3,93.8,Yes
,High Value,221.78,261.1,96.6,97.8,Yes
,,227.37,260.76,70.3,73.9,No
Control,Low Value,189.03,226.81,70.3,73.9,Yes
Treatment,,197.81,304.89,77.6,71.9,Yes
,Low Value,188.91,280.53,54.7,49.7,Yes
Control,,222.71,272.72,97.5,82.1,No
Control,Low Value,241.99,284.93,54.8,73.9,No
,Low Value,185.52,227.76,70.3,58.6,Yes
Control,Low Value,234.93,286.47,70.3,66.8,No
,,203.79,245.98,52.0,69.4,
Treatment,High Value,261.59,408.58,81.3,85.3,Yes
Treatment,,279.89,442.66,100.0,100.0,No
Control,Medium Value,162.1,188.78,66.7,71.7,No
Control,Low Value,227.01,262.69,52.5,58.7,No
Treatment,Low Value,183.81,304.58,51.5,65.9,No
,Medium Value,177.31,285.12,63.4,73.9,No
Control,Low Value,230.71,275.52,65.3,76.0,No
Control,,197.61,220.95,56.0,57.6,Yes
Control,High Value,203.79,308.81,94.8,100.0,No
Control,Medium Value,88.04,108.48,69.8,88.0,Yes
Treatment,Low Value,231.16,366.74,58.8,65.7,Yes
Control,Medium Value,316.72,406.7,70.4,72.8,No
Control,High Value,203.79,274.72,96.5,100.0,No
Control,Low Value,177.91,218.9,56.4,73.9,No
Control,High Value,214.99,253.11,95.5,100.0,No
Treatment,High Value,203.79,420.22,100.0,100.0,Yes
,,203.38,316.9,52.5,73.9,Yes
Control,Low Value,272.14,317.86,47.0,54.4,No
,High Value,287.82,346.34,83.7,98.7,Yes
Treatment,,222.3,333.86,79.0,69.6,No
Control,Medium Value,158.55,195.31,66.8,76.7,No
Control,High Value,203.79,257.58,100.0,73.9,No
Treatment,Medium Value,212.42,329.92,66.4,67.9,No
,Medium Value,148.82,205.47,75.1,73.9,Yes
Treatment,Low Value,243.17,381.98,61.0,57.8,No
Treatment,,213.38,336.5,46.9,73.9,Yes
Control,,145.78,169.46,70.3,59.6,No
Control,,118.48,131.99,54.6,73.9,
Treatment,Medium Value,254.92,382.72,54.3,38.6,No
Control,High Value,150.12,176.99,100.0,100.0,No
,Low Value,198.52,298.31,54.5,60.6,Yes
,Low Value,176.12,270.9,58.1,59.6,Yes
Control,Low Value,227.54,271.11,51.7,73.9,Yes
Treatment,High Value,286.18,444.34,98.3,73.9,Yes
Control,Low Value,159.41,196.66,52.9,52.3,No
Control,,289.22,352.75,98.2,100.0,Yes
Control,Medium Value,203.79,236.87,70.3,89.0,
Control,Medium Value,203.85,243.77,47.5,64.5,Yes
Treatment,,223.48,348.11,79.4,73.9,Yes
Control,High Value,316.72,437.19,70.3,81.7,Yes
Treatment,,185.18,286.63,45.8,42.3,Yes
Treatment,Low Value,122.28,194.12,43.6,54.9,Yes
Treatment,Low Value,160.48,262.93,55.5,57.6,Yes
Treatment,Low Value,232.35,362.26,55.5,62.1,No
Control,,184.36,216.11,49.8,74.5,Yes
,High Value,242.13,284.58,73.8,93.1,No
Treatment,,187.56,283.14,72.3,81.0,Yes
Treatment,Low Value,88.04,116.19,54.4,73.9,No
,,178.33,213.49,70.3,85.9,No
,High Value,231.24,353.68,100.0,87.4,Yes
Control,High Value,140.97,280.53,70.3,100.0,No
,,133.3,201.93,57.0,73.9,Yes
Control,High Value,221.02,262.86,71.1,66.5,Yes
Treatment,Medium Value,194.19,293.16,71.4,72.8,No
,,205.97,317.34,61.5,56.4,No
Control,Low Value,174.99,203.1,60.1,73.9,Yes
,Medium Value,239.26,368.89,95.3,91.3,No
,Low Value,159.93,238.78,60.6,60.4,Yes
Control,Low Value,210.63,280.53,43.3,62.9,No
Treatment,Medium Value,286.7,438.04,54.2,73.7,No
Control,Low Value,199.57,233.39,54.0,53.4,Yes
,Low Value,178.63,206.91,55.8,63.3,No
,Medium Value,174.79,266.4,67.2,72.7,Yes
Treatment,High Value,241.27,350.33,100.0,100.0,Yes
Treatment,Medium Value,202.12,317.06,45.6,44.6,Yes
Treatment,Low Value,220.17,342.22,49.9,73.9,Yes
Treatment,Medium Value,127.13,280.53,48.8,48.4,Yes
,Low Value,190.69,292.92,47.9,49.7,No
,Low Value,219.49,348.09,52.2,73.9,Yes
Control,Medium Value,220.37,257.2,82.6,84.9,Yes
Treatment,,173.21,254.66,44.6,73.9,
Control,High Value,215.92,257.74,88.0,95.9,No
Treatment,Low Value,145.81,237.76,50.9,61.6,No
Treatment,,229.79,366.23,70.7,95.1,Yes
,High Value,255.32,280.53,70.3,70.9,No
Treatment,High Value,161.35,267.44,70.3,94.4,No
Treatment,,203.85,316.9,48.0,54.5,Yes
Control,,183.03,280.53,74.6,91.9,Yes
Treatment,,173.71,265.72,61.9,73.9,No
Treatment,,276.41,409.85,53.4,57.1,No
Treatment,,291.06,461.89,90.3,89.7,No
Control,,147.65,174.23,73.2,63.1,No
Treatment,Low Value,203.79,212.1,60.1,71.7,Yes
Treatment,High Value,169.16,257.88,80.2,75.7,No
Treatment,,261.18,397.13,52.2,44.8,No
Treatment,High Value,203.79,301.05,85.2,88.3,Yes
Control,Low Value,124.69,144.08,70.3,34.9,Yes
Control,,203.79,326.14,64.5,59.5,No
Treatment,High Value,261.74,396.22,70.3,95.7,No
Treatment,Medium Value,203.79,477.37,70.3,90.4,No
Control,Medium Value,203.79,280.53,78.5,80.1,Yes
Control,Medium Value,214.87,263.1,75.4,78.3,Yes
Treatment,Medium Value,228.4,356.6,59.9,85.3,No
Control,Medium Value,203.79,215.89,78.1,57.1,Yes
Treatment,Low Value,253.4,396.1,50.1,73.9,No
Control,,308.63,369.28,76.5,63.7,No
,Low Value,121.39,143.29,46.2,54.0,No
Control,Low Value,243.74,288.85,54.6,65.7,Yes
Control,Low Value,151.62,185.68,49.7,51.6,No
,Medium Value,316.72,477.37,74.1,82.5,Yes
Control,Low Value,265.78,315.8,51.0,60.9,Yes
Control,High Value,178.69,199.75,94.8,100.0,Yes
Treatment,,199.38,311.28,51.9,47.5,No
Control,Medium Value,269.02,319.37,72.0,73.9,Yes
Control,High Value,210.92,243.13,70.3,84.7,No
Treatment,High Value,203.79,239.82,100.0,100.0,Yes
Control,,237.35,290.67,68.4,81.8,No
Treatment,High Value,233.57,360.99,100.0,73.9,Yes
Treatment,Low Value,153.78,225.02,70.3,62.0,Yes
Treatment,Medium Value,279.76,432.33,57.0,62.4,Yes
Treatment,High Value,167.69,259.84,70.3,92.5,Yes
Control,High Value,232.92,280.53,94.4,100.0,No
,Medium Value,203.79,353.32,87.7,84.6,Yes
Control,Low Value,212.24,243.96,44.0,63.8,No
Control,High Value,305.26,345.81,73.8,85.3,Yes
Control,Low Value,181.8,210.26,70.3,73.9,No
,Low Value,203.79,280.53,55.8,55.5,No
Control,,203.79,205.7,64.7,73.9,Yes
Control,Low Value,228.55,280.53,46.5,54.7,
Control,High Value,231.8,263.97,74.9,99.4,
Control,High Value,228.72,263.8,100.0,73.9,No
,Low Value,222.28,257.31,70.3,47.1,
,Low Value,221.66,263.16,48.6,48.6,Yes
Treatment,Medium Value,128.53,200.35,76.8,77.5,Yes
Treatment,,209.02,334.09,52.5,52.5,No
Treatment,Medium Value,205.14,319.5,70.3,86.8,No
Control,High Value,239.68,282.04,70.3,90.9,Yes
Treatment,Medium Value,117.62,176.55,66.2,70.8,Yes
Treatment,High Value,307.22,475.84,100.0,100.0,Yes
Treatment,High Value,236.11,365.44,96.0,100.0,No
Control,High Value,264.35,313.1,75.8,87.8,No
Control,High Value,316.72,394.78,92.9,100.0,
Control,,228.66,271.26,72.8,78.3,Yes
Control,Low Value,131.97,147.66,53.1,47.7,
Treatment,,195.71,302.89,47.6,57.7,Yes
,,217.98,330.29,55.1,58.0,Yes
Treatment,Medium Value,221.14,342.76,79.1,82.4,Yes
Treatment,Low Value,203.79,418.01,59.4,64.1,Yes
Control,Medium Value,173.37,212.29,64.0,58.9,No
Control,Medium Value,203.79,331.1,69.4,73.9,No
Control,Medium Value,203.79,243.77,70.3,61.1,Yes
Treatment,Low Value,203.79,304.95,66.1,64.1,No
Control,Low Value,205.14,280.53,70.3,45.6,No
Control,Low Value,203.79,182.43,70.3,47.2,Yes
Treatment,High Value,214.8,318.42,75.3,66.3,No
Treatment,Medium Value,203.79,371.06,80.2,73.9,No
,High Value,224.1,260.87,100.0,100.0,No
Control,Medium Value,221.15,273.74,64.4,71.3,Yes
Control,Low Value,244.58,293.36,47.3,40.9,Yes
Control,Medium Value,203.79,125.33,71.0,97.6,No
Control,Medium Value,234.36,267.29,70.3,66.6,Yes
Control,High Value,203.79,406.49,70.3,79.2,No
Treatment,Medium Value,203.79,280.53,69.5,73.9,Yes
Treatment,Low Value,137.54,211.18,53.9,56.2,No
Treatment,Medium Value,203.79,304.82,70.3,79.6,Yes
Control,Medium Value,141.18,178.63,70.3,62.9,No
Treatment,Medium Value,219.75,337.11,65.9,74.0,Yes
Control,,236.78,278.07,70.3,100.0,Yes
Control,Medium Value,234.95,282.49,66.7,71.0,Yes
Treatment,,204.22,323.67,74.7,73.9,No
Control,High Value,247.01,294.03,92.5,100.0,No
Control,,264.53,298.74,100.0,73.9,Yes
Treatment,,203.79,266.55,70.3,89.7,No
,,260.9,390.94,61.4,73.9,No
Treatment,Low Value,268.83,404.95,42.5,55.8,
,Low Value,203.79,170.18,70.3,64.3,No
Treatment,Medium Value,223.03,345.16,74.3,62.5,Yes
,Low Value,203.79,401.23,52.2,58.8,No
Control,Medium Value,160.31,176.98,68.4,76.0,
Treatment,,227.88,353.22,49.4,54.5,Yes
Treatment,,231.63,370.19,79.9,88.8,No
Treatment,High Value,284.16,438.28,70.3,89.8,Yes
Control,Low Value,158.98,192.44,50.8,73.9,No
Control,Low Value,189.84,229.01,56.1,51.5,No
Control,Medium Value,147.03,170.06,70.5,73.9,No
Control,,203.85,243.77,65.6,73.9,No
Treatment,Medium Value,203.79,360.65,70.3,70.3,Yes
Control,,262.52,309.72,100.0,89.4,Yes
,High Value,203.79,328.64,100.0,100.0,No
,High Value,228.63,351.03,85.1,89.7,No
Treatment,High Value,154.22,249.75,83.8,94.5,Yes
Treatment,Medium Value,203.79,405.45,69.8,73.9,No
Control,High Value,223.08,263.7,84.5,91.4,Yes
Control,High Value,257.26,304.01,89.8,100.0,Yes
Control,,203.79,270.01,94.2,86.5,
Treatment,,316.72,477.37,93.6,100.0,Yes
,,203.79,271.01,53.5,49.4,No
Control,Medium Value,177.66,212.77,70.3,72.5,Yes
Treatment,Medium Value,140.17,218.18,88.5,96.2,No
Treatment,High Value,240.29,388.78,79.3,100.0,No
,Low Value,203.79,424.37,56.2,68.4,Yes
Control,Medium Value,224.35,283.15,69.9,99.9,Yes
Treatment,Medium Value,203.79,359.7,62.3,70.5,Yes
Treatment,High Value,203.79,280.53,81.2,93.2,Yes
Control,High Value,249.76,288.91,86.2,100.0,No
Control,Medium Value,272.43,330.39,88.8,91.6,
Treatment,Medium Value,203.79,280.53,82.0,93.0,Yes
Treatment,Low Value,161.13,249.83,47.6,47.9,
Control,Medium Value,138.44,159.06,77.0,73.9,No
,,263.22,310.22,60.5,61.8,No
Treatment,High Value,260.01,399.36,81.7,73.3,Yes
Treatment,Medium Value,155.01,246.03,70.3,72.8,No
Treatment,High Value,190.88,291.79,100.0,100.0,Yes
Treatment,Medium Value,182.35,292.2,53.0,73.9,No
Control,Medium Value,203.79,260.13,74.3,74.4,No
,Medium Value,266.58,418.57,74.7,60.2,No
Treatment,,203.79,370.84,52.2,68.6,No
Control,,278.15,322.38,92.4,73.9,
,Low Value,203.79,280.53,50.3,34.3,No
,Medium Value,316.72,386.92,78.4,82.7,No
Treatment,,184.07,292.79,51.7,54.6,Yes
Treatment,High Value,212.64,326.64,96.6,97.3,No
Control,Medium Value,203.79,179.52,70.3,98.5,No
Control,Low Value,177.63,208.9,60.0,73.9,Yes
Treatment,Low Value,225.59,349.39,53.1,52.7,Yes
Treatment,High Value,150.0,241.64,63.3,74.9,
Treatment,,148.11,218.77,57.4,73.9,No
,High Value,214.54,262.52,71.4,61.9,Yes
Treatment,,177.44,268.02,78.8,73.4,No
,,172.99,203.39,74.6,81.2,Yes
,Low Value,245.72,293.77,52.3,46.3,Yes
Treatment,Medium Value,203.79,210.67,72.8,80.5,No
,Medium Value,216.88,273.84,85.6,100.0,Yes
